"","score","text"
"461",-1,"#Airtel shares plunge 2.3% as Q3 profit misses estimates https://t.co/agtAIrQCSZ https://t.co/LEYBrTMA1L"
"462",-1,"@Airtel_Presence Your network is so pathetic that you yourself aren't able to reach me. 

""Dear Customer, regarding… https://t.co/6bhCs4JBmL"
"463",1,"Morey Sainyaan ... a soulful song ... with poetry in motion video .. coming soon  #FridayFeeling #music #musicvideo… https://t.co/DB0kXY8M9G"
"464",-1,"#airtel4g  #airtel do you even bother to listen to your clients and their issues 
I have your network and trust me… https://t.co/kIc3T5974Y"
"465",0,"RT @sakshinews: <U+0C2A><U+0C4D><U+0C32><U+0C3E><U+0C28><U+0C4D><U+0C32> <U+0C05><U+0C2A><U+0C4D><U+200C><U+0C21><U+0C47><U+0C1F><U+0C4D><U+200C><U+0C32><U+0C4B> <U+0C2C><U+0C3F><U+0C1C><U+0C40><U+0C2C><U+0C3F><U+0C1C><U+0C40><U+0C17><U+0C3E> <U+0C0E><U+0C2F><U+0C3F><U+0C30><U+0C4D><U+200C><U+0C1F><U+0C46><U+0C32><U+0C4D><U+200C>
https://t.co/7rBS7whV4t
#Airtel #RelianceJio https://t.co/EXAcFzIHg4"
"466",0,"<U+0BB5><U+0BBF><U+0BA9><U+0BCD><U+0B95><U+0BCD> <U+0BAE><U+0BBF><U+0BAF><U+0BC2><U+0B9A><U+0BBF><U+0B95><U+0BCD> <U+0B9A><U+0BC6><U+0BAF><U+0BB2><U+0BBF> 75 <U+0BAE><U+0BBF><U+0BB2><U+0BCD><U+0BB2><U+0BBF><U+0BAF><U+0BA9><U+0BCD> <U+0B9F><U+0BB5><U+0BC1><U+0BA9><U+0BCD><U+0BB2><U+0BCB><U+0B9F><U+0BC1><U+0B95><U+0BB3><U+0BC8> <U+0B95><U+0B9F><U+0BA8><U+0BCD><U+0BA4><U+0BC1><U+0BB3><U+0BCD><U+0BB3><U+0BA4><U+0BBE><U+0B95> <U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD> <U+0B85><U+0BB1><U+0BBF><U+0BB5><U+0BBF><U+0BAA><U+0BCD><U+0BAA><U+0BC1>

#WynkMusic #TechNews #smartphones… https://t.co/g59fGuhLlU"
"467",0,"#Airtel <U+0A28><U+0A47> <U+0A06><U+0A2A><U+0A23><U+0A47> <U+0A07><U+0A38> <U+0A2A><U+0A32><U+0A3E><U+0A28> '<U+0A1A> <U+0A15><U+0A40><U+0A24><U+0A3E> <U+0A2C><U+0A26><U+0A32><U+0A3E><U+0A05>, <U+0A2E><U+0A3F><U+0A32><U+0A47><U+0A17><U+0A3E> 84GB <U+0A21><U+0A3E><U+0A1F><U+0A3E>
https://t.co/jJNPBaHSxm

@airtelindia https://t.co/3IB0l8SSWR"
"468",0,"<U+0C2A><U+0C4D><U+0C32><U+0C3E><U+0C28><U+0C4D><U+0C32> <U+0C05><U+0C2A><U+0C4D><U+200C><U+0C21><U+0C47><U+0C1F><U+0C4D><U+200C><U+0C32><U+0C4B> <U+0C2C><U+0C3F><U+0C1C><U+0C40><U+0C2C><U+0C3F><U+0C1C><U+0C40><U+0C17><U+0C3E> <U+0C0E><U+0C2F><U+0C3F><U+0C30><U+0C4D><U+200C><U+0C1F><U+0C46><U+0C32><U+0C4D><U+200C>
https://t.co/7rBS7whV4t
#Airtel #RelianceJio https://t.co/EXAcFzIHg4"
"469",0,"<U+091C><U+093F><U+092F><U+094B> <U+0915><U+0947> <U+0938><U+093E><U+0925> <U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+092D><U+0940> <U+0932><U+0947> <U+0930><U+0939><U+093E> <U+0939><U+0948> <U+0915><U+0921><U+093C><U+0940> <U+091F><U+0915><U+094D><U+0915><U+0930>
#technologynews #jio #airtel
https://t.co/XLhn83uKDW"
"470",4,"Why write love letters when you can simply dedicate love songs to your beloved ones <U+2764><U+FE0F> Now make this beautiful song… https://t.co/1BIHAcZiKz"
"471",0,"RT @PTTVOnlineNews: <U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD><U+0BB2><U+0BBF><U+0BA9><U+0BCD> <U+0BB0><U+0BC2>.399 <U+0BA4><U+0BBF><U+0B9F><U+0BCD><U+0B9F><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB2><U+0BCD> <U+0BAE><U+0BBE><U+0BB1><U+0BCD><U+0BB1><U+0BAE><U+0BCD>!
https://t.co/kCWgT3eIIt #Airtel"
"472",0,"<U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD><U+0BB2><U+0BBF><U+0BA9><U+0BCD> <U+0BB0><U+0BC2>.399 <U+0BA4><U+0BBF><U+0B9F><U+0BCD><U+0B9F><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB2><U+0BCD> <U+0BAE><U+0BBE><U+0BB1><U+0BCD><U+0BB1><U+0BAE><U+0BCD>!
https://t.co/kCWgT3eIIt #Airtel"
"473",0,"#Jio <U+0915><U+0947> <U+091C><U+0935><U+093E><U+092C> <U+092E><U+0947><U+0902> #Airtel <U+0915><U+093E> <U+0928><U+092F><U+093E> <U+0927><U+092E><U+093E><U+0915><U+093E>, 399 <U+0930><U+0941>. <U+092E><U+0947><U+0902> 84GB <U+0921><U+093E><U+091F><U+093E> https://t.co/okRoY43bGm #<U+091F><U+0915><U+0928><U+0932><U+091C> #offer"
"474",0,"#Jio <U+0915><U+0947> <U+091C><U+0935><U+093E><U+092C> <U+092E><U+0947><U+0902> #Airtel <U+0915><U+093E> <U+0928><U+092F><U+093E> <U+0927><U+092E><U+093E><U+0915><U+093E>, 399 <U+0930><U+0941>. <U+092E><U+0947><U+0902> 84GB <U+0921><U+093E><U+091F><U+093E> -
https://t.co/I1KHmK0JBR 
#Offer https://t.co/EEggiLUNWX"
"475",0,"#Airtel <U+0A28><U+0A47> <U+0A06><U+0A2A><U+0A23><U+0A47> <U+0A07><U+0A38> <U+0A2A><U+0A32><U+0A3E><U+0A28> '<U+0A1A> <U+0A15><U+0A40><U+0A24><U+0A3E> <U+0A2C><U+0A26><U+0A32><U+0A3E><U+0A05>, <U+0A2E><U+0A3F><U+0A32><U+0A47><U+0A17><U+0A3E> 84GB <U+0A21><U+0A3E><U+0A1F><U+0A3E> https://t.co/R0Dmr2lFvU
@airtelindia https://t.co/0GBT6g1WV1"
"476",0,"<U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+0915><U+0947> <U+0907><U+0938> <U+0911><U+092B><U+0930> <U+0928><U+0947> <U+091C><U+093F><U+092F><U+094B> <U+0915><U+0940> <U+0909><U+0921><U+093C><U+093E><U+0908> <U+0928><U+0940><U+0902><U+0926>, <U+092E><U+093F><U+0932><U+0947><U+0917><U+093E> 28 <U+0917><U+0941><U+0928><U+093E> <U+0905><U+0924><U+093F><U+0930><U+093F><U+0915><U+094D><U+0924> <U+0921><U+0947><U+091F><U+093E>

https://t.co/WomOZBoGD6

#RepublicDay2018… https://t.co/N2uiFPPIYx"
"477",1,"Entamons la semaine avec des ondes positives grâce à cette citation. <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> #Airtel #Gabon https://t.co/TtZRP6ksik"
"478",0,"#BigNews360 RT Ikesari0001: <U+091C><U+093F><U+092F><U+094B> <U+0915><U+094B> <U+091F><U+0915><U+094D><U+0915><U+0930> <U+0926><U+0947><U+0928><U+0947> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+0928><U+0947> <U+0905><U+092A><U+0928><U+0947> <U+0907><U+0938> <U+092A><U+094D><U+0932><U+093E><U+0928> <U+092E><U+0947><U+0902> <U+0915><U+093F><U+092F><U+093E> <U+092C><U+0926><U+0932><U+093E><U+0935>… https://t.co/EyFzh1uWXv"
"479",0,"RT @Ikesari0001: <U+091C><U+093F><U+092F><U+094B> <U+0915><U+094B> <U+091F><U+0915><U+094D><U+0915><U+0930> <U+0926><U+0947><U+0928><U+0947> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+0928><U+0947> <U+0905><U+092A><U+0928><U+0947> <U+0907><U+0938> <U+092A><U+094D><U+0932><U+093E><U+0928> <U+092E><U+0947><U+0902> <U+0915><U+093F><U+092F><U+093E> <U+092C><U+0926><U+0932><U+093E><U+0935> https://t.co/iXuYKGUDt1 #Jio #Airtel .@airtelindia https:…"
"480",0,"<U+091C><U+093F><U+092F><U+094B> <U+0915><U+094B> <U+091F><U+0915><U+094D><U+0915><U+0930> <U+0926><U+0947><U+0928><U+0947> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+0928><U+0947> <U+0905><U+092A><U+0928><U+0947> <U+0907><U+0938> <U+092A><U+094D><U+0932><U+093E><U+0928> <U+092E><U+0947><U+0902> <U+0915><U+093F><U+092F><U+093E> <U+092C><U+0926><U+0932><U+093E><U+0935> https://t.co/iXuYKGUDt1 #Jio #Airtel .@airtelindia https://t.co/bFvr21ajJk"
"481",0,"Airtel <U+0C2A><U+0C4D><U+0C32><U+0C3E><U+0C28><U+0C4D><U+0C32><U+0C32><U+0C4B> <U+0C2E><U+0C3E><U+0C30><U+0C4D><U+0C2A><U+0C41><U+0C32><U+0C41>, <U+0C1C><U+0C3F><U+0C2F><U+0C4B> <U+0C30><U+0C42>.399, <U+0C30><U+0C42>.149<U+0C15><U+0C3F> <U+0C17><U+0C1F><U+0C4D><U+0C1F><U+0C3F> <U+0C2A><U+0C4B><U+0C1F><U+0C40> https://t.co/cbPgATMhrE #news #technology #mobiles… https://t.co/z3JTGod7HW"
"482",0,"Airtel <U+0C2A><U+0C4D><U+0C32><U+0C3E><U+0C28><U+0C4D><U+0C32><U+0C32><U+0C4B> <U+0C2E><U+0C3E><U+0C30><U+0C4D><U+0C2A><U+0C41><U+0C32><U+0C41>, <U+0C1C><U+0C3F><U+0C2F><U+0C4B> <U+0C30><U+0C42>.399, <U+0C30><U+0C42>.149<U+0C15><U+0C3F> <U+0C17><U+0C1F><U+0C4D><U+0C1F><U+0C3F> <U+0C2A><U+0C4B><U+0C1F><U+0C40> https://t.co/kNZNesVJew #news #technology #mobiles… https://t.co/YafkB0NQFo"
"483",1,"RT @Nidhibh28539919: Duniya ka fastest network #Airtel.....
.
Meri aapse hath jod k gujarish h k tumhe agr <U+092A><U+0939><U+093E><U+0921><U+093C><U+094B><U+0902>,<U+092A><U+0930><U+094D><U+0935><U+0924><U+094B><U+0902>,<U+0914><U+0930> <U+091C><U+0902><U+0917><U+0932><U+094B><U+0902> <U+092E><U+0947><U+0902> <U+091C><U+093E>…"
"484",-2,"Dear #Airtel! Don’t blame me! Blame the network! <ed><U+00A0><U+00BD><ed><U+00B8><U+009D> I’m attempting to pay the bill https://t.co/Gdf13U0ewp"
"485",0,"RT @Airtel_GA: As-tu fait une grasse matinée aujourd'hui ? <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>
Excellent repos dominical. #Airtel #Gabon https://t.co/1aGTeUQcmy"
"486",0,"RT @maalaimalar: <U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD> <U+0BB0><U+0BC2>.149: <U+0BAA><U+0BB4><U+0BC8><U+0BAF> <U+0B9A><U+0BB2><U+0BC1><U+0B95><U+0BC8> <U+0B86><U+0BA9><U+0BBE><U+0BB2><U+0BCD> <U+0BAA><U+0BC1><U+0BA4><U+0BBF><U+0BAF> <U+0BA8><U+0BA9><U+0BCD><U+0BAE><U+0BC8>

#Airtel #RelianceJio #Offers https://t.co/DmibDcCdZl"
"487",0,"<U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD> <U+0BB0><U+0BC2>.149: <U+0BAA><U+0BB4><U+0BC8><U+0BAF> <U+0B9A><U+0BB2><U+0BC1><U+0B95><U+0BC8> <U+0B86><U+0BA9><U+0BBE><U+0BB2><U+0BCD> <U+0BAA><U+0BC1><U+0BA4><U+0BBF><U+0BAF> <U+0BA8><U+0BA9><U+0BCD><U+0BAE><U+0BC8>

#Airtel #RelianceJio #Offers https://t.co/DmibDcCdZl"
"488",0,"<U+091C><U+093F><U+092F><U+094B> <U+0928><U+0947> <U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+0935><U+094B><U+0921><U+093E><U+092B><U+094B><U+0928> <U+0915><U+094B> <U+0926><U+0940> <U+0915><U+0921><U+093C><U+0940> <U+091F><U+0915><U+094D><U+0915><U+0930>, <U+0907><U+0924><U+0928><U+0947> <U+092E><U+0947><U+0902> <U+0926><U+0947> <U+0930><U+0939><U+093E> <U+0905><U+0928><U+0932><U+093F><U+092E><U+093F><U+091F><U+0947><U+0921> <U+0921><U+093E><U+091F><U+093E> <U+0914><U+0930> <U+0915><U+093E><U+0932><U+093F><U+0902><U+0917>
#Jio #Vodafone #Airtel #Idea... https://t.co/j5EXZY9Nel"
"489",1,"Duniya ka fastest network #Airtel.....
.
Meri aapse hath jod k gujarish h k tumhe agr <U+092A><U+0939><U+093E><U+0921><U+093C><U+094B><U+0902>,<U+092A><U+0930><U+094D><U+0935><U+0924><U+094B><U+0902>,<U+0914><U+0930> <U+091C><U+0902><U+0917><U+0932><U+094B><U+0902> <U+092E><U+0947><U+0902>… https://t.co/uZJLw2pVlv"
"490",0,"<U+09E7><U+09EA><U+09EF><U+099F><U+09BE><U+0995><U+09BE><U+09AF><U+09BC> <U+09A6><U+09C1><U+09B0><U+09CD><U+09A6><U+09BE><U+09A8><U+09CD><U+09A4> <U+0985><U+09AB><U+09BE><U+09B0> <U+09A6><U+09BF><U+099A><U+09CD><U+099B><U+09C7> <U+098F><U+09AF><U+09BC><U+09BE><U+09B0><U+099F><U+09C7><U+09B2>
https://t.co/RbOvDICkki
#Airtel #Kolkata24x7 #BengaliNews #KolkataNews https://t.co/7dOqnxuDuP"
"491",1,"#Reliance #JiO #lover <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>#airtel #phone https://t.co/VO01TsXG3k"
"492",0,"So, the only way I can use #Airtel internet is after installing VPN 
<ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>"
"493",0,"Abonne-toi à notre chaîne YouTube et ne rate plus aucune de nos vidéos. 
Par ici <U+27A1><U+FE0F>  https://t.co/HGv02e3j4h… https://t.co/KMDDYQaJZ3"
"494",0,"As-tu fait une grasse matinée aujourd'hui ? <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>
Excellent repos dominical. #Airtel #Gabon https://t.co/1aGTeUQcmy"
"495",0,"<U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+0928><U+0947> <U+0905><U+092A><U+0928><U+0947> 149 <U+0930><U+0941><U+092A><U+092F><U+0947> <U+0915><U+0947> <U+092A><U+094D><U+0932><U+093E><U+0928> <U+092E><U+0947><U+0902> <U+092C><U+0921><U+093C><U+093E> <U+092C><U+0926><U+0932><U+093E><U+0935> <U+0915><U+093F><U+092F><U+093E> <U+0939><U+0948><U+0964> 
#Airtel 
https://t.co/6rD3aDvq3a"
"496",-1,"@Airtel_Presence @DoT_India @TRAI 
Again the same problem 2 packs of <U+20B9>9 auto-renewed today. Even I told customer ex… https://t.co/ovM2CsOQNw"
"497",2,"#airtelteranetwork <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><ed><U+00A0><U+00BD><ed><U+00B8><U+00A0> the worst internet service ever. 4Gworks like 2G....I wonder what 2G would be like. Finally a… https://t.co/FnUVamPFSg"
"498",0,"YoY in #india #Bharti #Airtel
Subscribers <U+2191>8.1%
#mobile #data traffic <U+2191>460%
Profit <U+2193>39.3%
Revenue <U+2193>12.9%
blame it o… https://t.co/8tdL5hZtWE"
"499",0,"<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>High Data 4G plan with No FUP<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> #Jio #RelianceJio #Jio4G #Airtel #Airtel4G
https://t.co/zyP2D7WgDK"
"500",0,"#TRAI <U+0915><U+094B> <U+092A><U+0939><U+0932><U+0947> <U+091C><U+092E><U+0940><U+0928> <U+092A><U+0930> <U+0905><U+091A><U+094D><U+091B><U+093E> <U+0928><U+0947><U+091F><U+0935><U+0930><U+094D><U+0915> <U+0926><U+0947><U+0928><U+093E> <U+091A><U+093E><U+0939><U+093F><U+090F>, <U+0906><U+0938><U+092E><U+093E><U+0928> <U+092E><U+0947><U+0902> <U+092C><U+093E><U+0926> <U+092E><U+0947><U+0902> <U+092D><U+0940> <U+092E><U+093F><U+0932> <U+0938><U+0915><U+0924><U+093E> <U+0939><U+0948>. #DigitalIndia <U+0915><U+0939><U+0924><U+0947> <U+0939><U+0948><U+0902> <U+0914><U+0930> NCR (No… https://t.co/FLIkZMj6fS"
"501",0,"Réglez vos factures d'eau et d'électricité pour les compteurs Edan classiques directement sur votre mobile<ed><U+00A0><U+00BD><ed><U+00B3><U+00B1> sans vo… https://t.co/BK7iLtiMyz"
"502",0,"<U+092E><U+094B><U+0926><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0915><U+093E> <U+090F><U+0915> <U+092B><U+0948><U+0938><U+0932><U+093E> <U+0914><U+0930> Jio <U+0928><U+0947> <U+0915><U+092E><U+093E> <U+0932><U+093F><U+090F> 500 <U+0915><U+0930><U+094B><U+0921><U+093C> 
https://t.co/mtF50F9nFH
<U+092A><U+0922><U+093C><U+0947><U+0902> <U+0914><U+0930> <U+0938><U+092E><U+091D><U+0947> <U+0915><U+093F> <U+0915><U+0948><U+0938><U+0947> <U+091A><U+094C><U+0915><U+0940><U+0926><U+093E><U+0930> <U+0905><U+092A><U+0928><U+0947> <U+092E><U+093E><U+0932><U+093F>… https://t.co/I6eQQyWzVW"
"503",0,"Airtel Network sucks..
4g <U+0915><U+0947> <U+0928><U+093E><U+092E> <U+092A><U+0930> <U+092C><U+0947><U+0935><U+0915><U+0942><U+092B> <U+092C><U+0928><U+093E> <U+0930><U+0939><U+0947> <U+0939><U+0948><U+0902> <U+092F><U+0947> <U+0932><U+094B><U+0917>...<ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4> #Airtel #Airtel4G https://t.co/LAULyaJNik"
"504",0,"<U+0B9F><U+0BBF><U+0B9F><U+0BBF><U+0B8E><U+0B9A><U+0BCD> <U+0BA8><U+0BBF><U+0BB1><U+0BC1><U+0BB5><U+0BA9><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BA9><U+0BCD> 25% <U+0BAA><U+0B99><U+0BCD><U+0B95><U+0BC1><U+0B95><U+0BB3><U+0BC8> <U+0BA8><U+0BC6><U+0B9F><U+0BCD><U+0B9F><U+0BBF><U+0BB3><U+0BCD> <U+0B87><U+0BA9><U+0BCD><U+0B83><U+0BAA><U+0BCD><U+0BB0><U+0BBE><U+0BB5><U+0BBF><U+0BB1><U+0BCD><U+0B95><U+0BC1> <U+0B85><U+0BB3><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BC1><U+0BAE><U+0BCD> <U+0BAA><U+0BBE><U+0BB0><U+0BCD><U+0BA4><U+0BBF> <U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD>!
https://t.co/FDpfdN1cbt
#Airtel #DTH"
"505",1,"Thank you so much  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> #Airtel @Airtel_Presence @airtelindia #Karnataka for giving me the access to #AmazonPrime .. l… https://t.co/ueO0jtdiEs"
"506",0,"<U+0B9C><U+0BBF><U+0BAF><U+0BCB> 398, <U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD> 398, <U+0B90><U+0B9F><U+0BBF><U+0BAF><U+0BBE> 398; <U+0BAA><U+0BB2><U+0BAE><U+0BBE><U+0BA9> <U+0BAA><U+0BCB><U+0B9F><U+0BCD><U+0B9F><U+0BBF>; <U+0B9A><U+0BBF><U+0BB1><U+0BA8><U+0BCD><U+0BA4><U+0BA4><U+0BC1> <U+0B8E><U+0BA4><U+0BC1> <U+0BA4><U+0BC6><U+0BB0><U+0BBF><U+0BAF><U+0BC1><U+0BAE><U+0BBE>? #TamilNews #Airtel #Jio #Idea… https://t.co/8BwHyDCc2e"
"507",0,"<U+0B95><U+0B9F><U+0BCD><U+0B9F><U+0BC1><U+0BAA><U+0BCD><U+0BAA><U+0B9F><U+0BBF><U+0BAF><U+0BBE><U+0B95><U+0BBE><U+0BA4> <U+0B95><U+0B9F><U+0BCD><U+0B9F><U+0BA3><U+0B95><U+0BCD> <U+0B95><U+0BC1><U+0BB1><U+0BC8><U+0BB5><U+0BC1>: <U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD> <U+0B85><U+0BA4><U+0BBF><U+0B95><U+0BBE><U+0BB0><U+0BBF> <U+0B95><U+0BB5><U+0BB2><U+0BC8> https://t.co/uTYUD5DZ5U #Airtel"
"508",0,"RT @publictvnews: 15 <U+0CA4><U+0CBF><U+0C82><U+0C97><U+0CB3> <U+0CA8><U+0C82><U+0CA4><U+0CCD><U+0CB0> <U+0CB2><U+0CBE><U+0CAD><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0CAE><U+0CB0><U+0CB3><U+0CBF><U+0CA6> <U+0C9C><U+0CBF><U+0CAF><U+0CCB>- <U+0C8F><U+0CB0><U+0CCD> <U+0C9F><U+0CC6><U+0CB2><U+0CCD> <U+0C86><U+0CA6><U+0CBE><U+0CAF> <U+0C95><U+0CC1><U+0CB8><U+0CBF><U+0CA4> https://t.co/bVLXIB3QhX

#Jio #Airtel #Telecom #Tech #Mobile https…"
"509",0,"15 <U+0CA4><U+0CBF><U+0C82><U+0C97><U+0CB3> <U+0CA8><U+0C82><U+0CA4><U+0CCD><U+0CB0> <U+0CB2><U+0CBE><U+0CAD><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0CAE><U+0CB0><U+0CB3><U+0CBF><U+0CA6> <U+0C9C><U+0CBF><U+0CAF><U+0CCB>- <U+0C8F><U+0CB0><U+0CCD> <U+0C9F><U+0CC6><U+0CB2><U+0CCD> <U+0C86><U+0CA6><U+0CBE><U+0CAF> <U+0C95><U+0CC1><U+0CB8><U+0CBF><U+0CA4> https://t.co/bVLXIB3QhX

#Jio #Airtel #Telecom #Tech #Mobile https://t.co/7wLIkWWdTV"
"510",0,"#Airtel-#Idea <U+0915><U+094B> <U+091D><U+091F><U+0915><U+093E> <U+0926><U+0947> <U+091C><U+093F><U+092F><U+094B> <U+0928><U+0947> <U+0915><U+092E><U+093E> <U+0932><U+093F><U+090F> 504 <U+0915><U+0930><U+094B><U+0921><U+093C>, 5 <U+0924><U+093F><U+092E><U+093E><U+0939><U+0940> <U+092E><U+0947><U+0902> <U+0910><U+0938><U+0947> <U+092C><U+0926><U+0932><U+093E> <U+0916><U+0947><U+0932>

https://t.co/WMUmYjQJqZ"
"511",0,"#Country #NewDelhi #Airtel Airtel TV App <U+0915><U+093E> <U+0921><U+093E><U+0909><U+0928><U+0932><U+094B><U+0921><U+093F><U+0902><U+0917> <U+092E><U+0947><U+0902> <U+091C><U+094B><U+0930><U+0926><U+093E><U+0930> <U+0930><U+093F><U+0915><U+093E><U+0930><U+094D><U+0921>,<U+091C><U+093F><U+092F><U+094B> <U+0915><U+094B> <U+092A><U+0940><U+091B><U+0947> <U+091B><U+094B><U+0921><U+093C> <U+0906><U+092F><U+093E> <U+091F><U+0949><U+092A> 4 <U+092E><U+0947><U+0902>… https://t.co/W6JlaSQcGo"
"512",0,"<U+0924><U+0941><U+092E> <U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+0935><U+093E><U+0932><U+0947> <U+092A><U+093E><U+0917><U+0932> <U+0939><U+094B> <U+0917><U+090F> <U+0939><U+094B> <U+0915><U+094D><U+092F><U+093E>? <U+0905><U+092D><U+0940> <U+0905><U+092D><U+0940> 7042673076 <U+0907><U+0938> <U+0928><U+0902><U+092C><U+0930> <U+0938><U+0947> <U+0915><U+0949><U+0932> <U+0906><U+092F><U+093E> <U+0925><U+093E> <U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+0938><U+0947> <U+0915><U+093F><U+0938><U+0940> <U+0928><U+0947> <U+092C><U+0926><U+0924><U+092E><U+0940><U+091C><U+093C><U+0940> <U+0938><U+0947> <U+092C><U+093E><U+0924> <U+0915><U+0940><U+0964>… https://t.co/0xoX4Wz74j"
"513",0,"2 <U+0CB5><U+0CB0><U+0CCD><U+0CB7><U+0CA6> <U+0CA8><U+0C82><U+0CA4><U+0CB0> <U+0C9C><U+0CBF><U+0CAF><U+0CCB><U+0C97><U+0CC6> <U+0CAE><U+0CCA><U+0CA6><U+0CB2> <U+0CAC><U+0CBE><U+0CB0><U+0CBF> <U+0C86><U+0CA6><U+0CBE><U+0CAF>!!..<U+0C8F><U+0CB0><U+0CCD><U+200C><U+0C9F><U+0CC6><U+0CB2><U+0CCD><U+200C><U+0C97><U+0CBF><U+0C82><U+0CA4> <U+0CB9><U+0CC6><U+0C9A><U+0CCD><U+0C9A><U+0CC1>!! https://t.co/4NEavS08Xi #reliance #jio #airtel… https://t.co/8xHJjP0R6h"
"514",-1,"@Keshav4005 #Airtel aithe kadhu <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> worst speed @airtelindia"
"515",1,"#BSNL unveils Rs.186 plan|1gb data/day|Unlimited local+STD+roaming calls|100 sms/day|28 days.
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> Unlimited roaming c… https://t.co/o4Xcrlfcm7"
"516",1,"iNteresting NEWS: while #Airtel Q3 profit dropped from <U+20B9>504cr to <U+20B9>306cr, Reliance #Jio opened account with <U+20B9>504cr p… https://t.co/6NGOrXZoKt"
"517",0,"@b50 LY same quarter #Airtel had rs504 cr profit...in just one year, it has come down to rs300 cr and #Jio took that number: rs504 Cr...<ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+008B><ed><U+00A0><U+00BE><ed><U+00B4><U+0094>"
"518",0,"Bought a data plan of 5<U+20B9>/hr got confirmation and got balance deducted too. @airtelindia @Airtel_Presence .Feedback… https://t.co/enoQynMHlU"
"519",-1,"RT @imarunaksh: Dear airtel,
I will pay all my dues please stop torturing in this way <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3>

#FridayFeeling
#Airtel #Airtel4g https://…"
